pid,gender,age,education,employment,income,car_own,home,dest1,purp1,mode1,dest2,purp2,mode2,dest3,purp3,mode3,dest4,purp4,mode4,dest5,purp5,mode5,min_time1,max_time1,min_time2,max_time2,min_time3,max_time3,min_time4,max_time4,min_time5,max_time5
101,1: male,28.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,15,1: work,4: train,2,1: work,7: walk,1.0,5: recreation,8: escooter,2.0,2: return home,8: escooter,,,,8.0,11.0,17.0,20.0,20.0,23.0,23.0,29.0,,
102,0: feamale,28.0,2: high school,3: student,0: no income,1: yes,12.0,12,3: education,1: car,22,5: recreation,1: car,10.0,6: service,1: car,,,,,,,11.0,14.0,17.0,20.0,20.0,23.0,,,,
103,0: feamale,27.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,15,1: work,7: walk,15,5: recreation,7: walk,,,,,,,,,,11.0,14.0,14.0,17.0,,,,,,
104,0: feamale,18.0,4: master or phd,4: active,2: 750-1500,0: no,7.0,30,1: work,4: train,23,1: work,4: train,7.0,2: return home,4: train,,,,,,,11.0,14.0,14.0,17.0,20.0,23.0,,,,
105,1: male,18.0,4: master or phd,4: active,3: 1500-2500,1: yes,22.0,35,5: recreation,1: car,22,2: return home,1: car,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
106,1: male,28.0,2: high school,3: student,0: no income,1: yes,30.0,26,7: other,1: car,30,2: return home,1: car,,,,,,,,,,11.0,14.0,14.0,17.0,,,,,,
107,1: male,23.0,3: bachelor,3: student,0: no income,1: yes,3.0,21,3: education,4: train,15,3: education,1: car,3.0,2: return home,4: train,,,,,,,8.0,11.0,8.0,11.0,14.0,17.0,,,,
108,0: feamale,23.0,3: bachelor,3: student,1: 750 or less,1: yes,15.0,15,1: work,7: walk,15,1: work,7: walk,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
109,1: male,23.0,3: bachelor,3: student,,0: no,21.0,21,5: recreation,7: walk,21,2: return home,7: walk,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
110,0: feamale,18.0,3: bachelor,3: student,4: 2500 or more,1: yes,9.0,9,5: recreation,7: walk,9,5: recreation,7: walk,,,,,,,,,,0.0,5.0,20.0,23.0,,,,,,
111,1: male,21.0,2: high school,3: student,1: 750 or less,1: yes,12.0,22,1: work,4: train,18,1: work,4: train,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
112,1: male,23.0,3: bachelor,3: student,0: no income,1: yes,25.0,25,3: education,4: train,25,5: recreation,7: walk,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
113,1: male,26.0,3: bachelor,3: student,1: 750 or less,1: yes,15.0,15,3: education,3: bus,25,4: market,7: walk,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
114,0: feamale,62.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,1,1: work,7: walk,15,2: return home,7: walk,15.0,5: recreation,7: walk,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
115,0: feamale,64.0,2: high school,4: active,1: 750 or less,1: yes,26.0,21,1: work,4: train,26,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
116,0: feamale,24.0,3: bachelor,4: active,1: 750 or less,1: yes,1.0,1,1: work,3: bus,1,2: return home,3: bus,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
117,1: male,25.0,3: bachelor,2: unemployed,1: 750 or less,1: yes,8.0,8,5: recreation,7: walk,15,7: other,7: walk,,,,,,,,,,20.0,23.0,38.0,41.0,,,,,,
118,0: feamale,34.0,3: bachelor,4: active,2: 750-1500,1: yes,22.0,22,7: other,1: car,29,1: work,1: car,22.0,2: return home,1: car,,,,,,,5.0,8.0,5.0,8.0,17.0,20.0,,,,
119,1: male,22.0,2: high school,3: student,,0: no,21.0,21,7: other,7: walk,21,2: return home,7: walk,,,,,,,,,,8.0,11.0,29.0,32.0,,,,,,
120,0: feamale,53.0,3: bachelor,4: active,3: 1500-2500,0: no,21.0,1,1: work,3: bus,21,2: return home,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
121,1: male,19.0,2: high school,3: student,1: 750 or less,1: yes,36.0,36,5: recreation,1: car,36,1: work,1: car,36.0,4: market,1: car,,,,,,,8.0,11.0,11.0,14.0,17.0,20.0,,,,
122,1: male,29.0,3: bachelor,3: student,0: no income,1: yes,1.0,15,3: education,3: bus,1,2: return home,3: bus,35.0,5: recreation,4: train,,,,,,,11.0,14.0,17.0,20.0,20.0,23.0,,,,
123,1: male,25.0,3: bachelor,4: active,2: 750-1500,1: yes,25.0,15,1: work,3: bus,25,2: return home,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
124,1: male,21.0,3: bachelor,3: student,1: 750 or less,1: yes,25.0,25,5: recreation,7: walk,28,5: recreation,4: train,,,,,,,,,,17.0,20.0,17.0,20.0,,,,,,
125,1: male,26.0,2: high school,3: student,0: no income,0: no,21.0,36,4: market,3: bus,36,5: recreation,3: bus,36.0,5: recreation,3: bus,36.0,5: recreation,3: bus,,,,14.0,17.0,17.0,20.0,20.0,23.0,23.0,29.0,,
126,1: male,18.0,3: bachelor,3: student,0: no income,1: yes,21.0,26,5: recreation,4: train,21,2: return home,4: train,,,,,,,,,,17.0,20.0,23.0,29.0,,,,,,
127,0: feamale,46.0,2: high school,4: active,2: 750-1500,0: no,1.0,1,1: work,7: walk,15,1: work,3: bus,,,,,,,,,,14.0,17.0,14.0,17.0,,,,,,
128,0: feamale,28.0,3: bachelor,4: active,2: 750-1500,0: no,2.0,7,3: education,3: bus,2,2: return home,3: bus,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
129,0: feamale,18.0,3: bachelor,4: active,1: 750 or less,1: yes,20.0,21,1: work,4: train,21,1: work,1: car,13.0,5: recreation,1: car,,,,,,,8.0,11.0,8.0,11.0,17.0,20.0,,,,
130,1: male,28.0,2: high school,3: student,0: no income,1: yes,2.0,15,3: education,7: walk,2,2: return home,7: walk,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
131,1: male,23.0,4: master or phd,4: active,3: 1500-2500,1: yes,20.0,22,1: work,4: train,20,5: recreation,7: walk,20.0,2: return home,4: train,,,,,,,8.0,11.0,20.0,23.0,41.0,44.0,,,,
132,0: feamale,22.0,3: bachelor,4: active,1: 750 or less,1: yes,35.0,15,1: work,4: train,1,3: education,4: train,35.0,2: return home,4: train,22.0,5: recreation,1: car,35.0,2: return home,1: car,8.0,11.0,14.0,17.0,20.0,23.0,20.0,23.0,23.0,29.0
133,0: feamale,28.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,5,3: education,4: train,1,2: return home,4: train,5.0,5: recreation,1: car,,,,,,,14.0,17.0,20.0,23.0,20.0,23.0,,,,
134,0: feamale,20.0,3: bachelor,4: active,2: 750-1500,1: yes,17.0,1,1: work,1: car,29,5: recreation,1: car,14.0,5: recreation,1: car,17.0,2: return home,1: car,,,,8.0,11.0,17.0,20.0,20.0,23.0,23.0,29.0,,
135,1: male,27.0,2: high school,3: student,1: 750 or less,1: yes,15.0,28,5: recreation,3: bus,15,2: return home,3: bus,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
136,1: male,25.0,2: high school,3: student,2: 750-1500,1: yes,17.0,17,4: market,1: car,17,5: recreation,1: car,17.0,2: return home,1: car,,,,,,,17.0,20.0,17.0,20.0,20.0,23.0,,,,
137,1: male,33.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,29,1: work,1: car,7,2: return home,1: car,5.0,3: education,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
138,1: male,41.0,4: master or phd,4: active,4: 2500 or more,1: yes,22.0,15,1: work,1: car,22,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
139,1: male,26.0,3: bachelor,3: student,0: no income,0: no,8.0,21,4: market,4: train,22,5: recreation,4: train,8.0,2: return home,2: taxi,,,,,,,14.0,17.0,20.0,23.0,23.0,29.0,,,,
140,0: feamale,26.0,3: bachelor,4: active,2: 750-1500,0: no,2.0,15,1: work,3: bus,2,2: return home,4: train,11.0,7: other,4: train,2.0,2: return home,2: taxi,,,,8.0,11.0,14.0,17.0,20.0,23.0,23.0,29.0,,
141,1: male,19.0,4: master or phd,4: active,2: 750-1500,1: yes,2.0,15,1: work,1: car,2,2: return home,1: car,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
142,0: feamale,24.0,3: bachelor,4: active,1: 750 or less,1: yes,36.0,35,1: work,5: motorcycle,5,3: education,5: motorcycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
143,0: feamale,59.0,3: bachelor,1: inactive,1: 750 or less,1: yes,22.0,22,7: other,3: bus,22,7: other,2: taxi,,,,,,,,,,14.0,17.0,14.0,17.0,,,,,,
144,0: feamale,24.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,13,5: recreation,3: bus,1,2: return home,3: bus,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
145,0: feamale,22.0,4: master or phd,4: active,2: 750-1500,1: yes,19.0,31,1: work,1: car,19,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
146,0: feamale,24.0,3: bachelor,3: student,0: no income,1: yes,11.0,3,1: work,1: car,11,2: return home,1: car,3.0,1: work,1: car,11.0,2: return home,1: car,,,,8.0,11.0,20.0,23.0,32.0,35.0,41.0,44.0,,
147,1: male,24.0,3: bachelor,3: student,0: no income,1: yes,25.0,28,7: other,1: car,25,2: return home,1: car,,,,,,,,,,14.0,17.0,14.0,17.0,,,,,,
148,1: male,34.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,1,1: work,1: car,1,2: return home,1: car,35.0,5: recreation,1: car,1.0,2: return home,1: car,,,,8.0,11.0,17.0,20.0,20.0,23.0,23.0,29.0,,
149,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,0: no,25.0,29,1: work,4: train,4,5: recreation,7: walk,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
150,0: feamale,25.0,4: master or phd,4: active,3: 1500-2500,1: yes,16.0,22,1: work,1: car,22,1: work,1: car,16.0,2: return home,1: car,,,,,,,8.0,11.0,8.0,11.0,17.0,20.0,,,,
151,0: feamale,19.0,4: master or phd,3: student,0: no income,1: yes,15.0,29,1: work,3: bus,2,4: market,3: bus,15.0,2: return home,2: taxi,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
152,0: feamale,26.0,4: master or phd,4: active,,1: yes,22.0,21,1: work,1: car,22,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
153,0: feamale,20.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,1,6: service,4: train,22,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
154,1: male,36.0,4: master or phd,4: active,,1: yes,29.0,29,1: work,1: car,5,1: work,1: car,,,,,,,,,,8.0,11.0,11.0,14.0,,,,,,
155,0: feamale,20.0,3: bachelor,4: active,2: 750-1500,0: no,29.0,12,1: work,1: car,12,1: work,1: car,12.0,5: recreation,1: car,,,,,,,5.0,8.0,5.0,8.0,17.0,20.0,,,,
156,0: feamale,28.0,2: high school,3: student,0: no income,1: yes,20.0,30,7: other,1: car,20,7: other,1: car,15.0,3: education,1: car,20.0,2: return home,1: car,,,,17.0,20.0,23.0,29.0,35.0,38.0,38.0,41.0,,
157,0: feamale,26.0,3: bachelor,3: student,1: 750 or less,1: yes,32.0,20,1: work,3: bus,32,7: other,4: train,10.0,1: work,3: bus,,,,,,,8.0,11.0,11.0,14.0,11.0,14.0,,,,
158,0: feamale,62.0,3: bachelor,4: active,2: 750-1500,1: yes,24.0,15,1: work,1: car,24,2: return home,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
159,0: feamale,27.0,4: master or phd,4: active,2: 750-1500,0: no,4.0,15,1: work,3: bus,35,1: work,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
160,1: male,54.0,3: bachelor,1: inactive,2: 750-1500,1: yes,25.0,16,4: market,5: motorcycle,16,7: other,1: car,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
161,1: male,38.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,18,1: work,1: car,15,4: market,1: car,5.0,1: work,1: car,,,,,,,8.0,11.0,14.0,17.0,14.0,17.0,,,,
162,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,2.0,12,1: work,1: car,2,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
163,0: feamale,28.0,4: master or phd,4: active,2: 750-1500,1: yes,15.0,22,1: work,1: car,15,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
164,1: male,26.0,3: bachelor,4: active,2: 750-1500,1: yes,21.0,15,1: work,4: train,21,2: return home,4: train,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
165,1: male,78.0,2: high school,1: inactive,2: 750-1500,1: yes,22.0,1,5: recreation,4: train,22,2: return home,4: train,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
166,0: feamale,20.0,4: master or phd,4: active,3: 1500-2500,1: yes,34.0,34,5: recreation,1: car,1,7: other,1: car,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
167,1: male,28.0,4: master or phd,4: active,,1: yes,26.0,25,1: work,5: motorcycle,26,2: return home,5: motorcycle,,,,,,,,,,8.0,11.0,20.0,23.0,,,,,,
168,1: male,35.0,4: master or phd,4: active,2: 750-1500,0: no,7.0,15,1: work,2: taxi,7,2: return home,3: bus,1.0,5: recreation,7: walk,7.0,2: return home,2: taxi,,,,8.0,11.0,17.0,20.0,20.0,23.0,23.0,29.0,,
169,0: feamale,27.0,4: master or phd,3: student,1: 750 or less,1: yes,36.0,35,5: recreation,1: car,36,4: market,1: car,35.0,3: education,2: taxi,36.0,2: return home,1: car,,,,14.0,17.0,17.0,20.0,35.0,38.0,44.0,47.0,,
170,1: male,32.0,3: bachelor,4: active,2: 750-1500,1: yes,23.0,35,5: recreation,1: car,3,5: recreation,1: car,23.0,2: return home,1: car,,,,,,,14.0,17.0,20.0,23.0,23.0,29.0,,,,
171,0: feamale,28.0,4: master or phd,4: active,2: 750-1500,1: yes,19.0,32,1: work,1: car,19,2: return home,1: car,32.0,5: recreation,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
172,0: feamale,32.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,25,1: work,7: walk,30,2: return home,7: walk,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
173,1: male,39.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,35,1: work,1: car,15,5: recreation,1: car,30.0,2: return home,1: car,30.0,4: market,7: walk,,,,8.0,11.0,17.0,20.0,20.0,23.0,20.0,23.0,,
174,0: feamale,31.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,8,1: work,1: car,30,4: market,1: car,30.0,5: recreation,7: walk,10.0,7: other,1: car,,,,8.0,11.0,20.0,23.0,23.0,29.0,38.0,41.0,,
175,0: feamale,20.0,4: master or phd,4: active,1: 750 or less,1: yes,30.0,30,1: work,7: walk,30,1: work,5: motorcycle,30.0,2: return home,5: motorcycle,30.0,1: work,5: motorcycle,30.0,2: return home,5: motorcycle,11.0,14.0,17.0,20.0,17.0,20.0,17.0,20.0,23.0,29.0
176,0: feamale,60.0,2: high school,4: active,2: 750-1500,0: no,32.0,30,1: work,3: bus,30,1: work,3: bus,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
177,0: feamale,28.0,2: high school,3: student,0: no income,1: yes,34.0,34,5: recreation,7: walk,2,5: recreation,1: car,,,,,,,,,,17.0,20.0,23.0,29.0,,,,,,
178,1: male,32.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,17,1: work,1: car,30,2: return home,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
179,1: male,18.0,3: bachelor,4: active,2: 750-1500,1: yes,9.0,30,1: work,1: car,30,1: work,1: car,,,,,,,,,,8.0,11.0,8.0,11.0,,,,,,
180,0: feamale,39.0,2: high school,4: active,2: 750-1500,1: yes,5.0,23,1: work,1: car,25,1: work,1: car,,,,,,,,,,8.0,11.0,8.0,11.0,,,,,,
181,0: feamale,46.0,3: bachelor,4: active,,0: no,19.0,2,1: work,4: train,2,1: work,4: train,,,,,,,,,,5.0,8.0,5.0,8.0,,,,,,
182,0: feamale,43.0,4: master or phd,4: active,3: 1500-2500,1: yes,34.0,35,7: other,1: car,34,2: return home,1: car,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
183,0: feamale,20.0,2: high school,3: student,0: no income,1: yes,28.0,28,7: other,7: walk,25,1: work,7: walk,25.0,5: recreation,7: walk,25.0,4: market,3: bus,25.0,7: other,3: bus,20.0,23.0,32.0,35.0,41.0,44.0,41.0,44.0,41.0,44.0
184,1: male,49.0,2: high school,4: active,3: 1500-2500,1: yes,2.0,34,1: work,1: car,2,2: return home,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
185,0: feamale,26.0,2: high school,3: student,0: no income,1: yes,21.0,21,3: education,4: train,21,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
186,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,33.0,28,1: work,4: train,22,1: work,4: train,28.0,1: work,4: train,28.0,5: recreation,1: car,,,,5.0,8.0,5.0,8.0,14.0,17.0,17.0,20.0,,
187,0: feamale,36.0,4: master or phd,4: active,3: 1500-2500,1: yes,29.0,1,1: work,1: car,29,2: return home,1: car,18.0,5: recreation,1: car,,,,,,,5.0,8.0,14.0,17.0,14.0,17.0,,,,
188,1: male,36.0,4: master or phd,4: active,,0: no,35.0,29,1: work,4: train,21,1: work,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
189,0: feamale,32.0,3: bachelor,4: active,1: 750 or less,1: yes,1.0,1,1: work,3: bus,1,2: return home,3: bus,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
190,,,4: master or phd,4: active,,1: yes,34.0,28,1: work,1: car,5,1: work,1: car,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
191,1: male,45.0,2: high school,4: active,2: 750-1500,1: yes,7.0,28,1: work,4: train,7,2: return home,4: train,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
192,0: feamale,25.0,3: bachelor,4: active,1: 750 or less,1: yes,21.0,7,1: work,4: train,21,2: return home,4: train,35.0,7: other,4: train,,,,,,,8.0,11.0,14.0,17.0,20.0,23.0,,,,
193,1: male,56.0,3: bachelor,4: active,,0: no,6.0,35,7: other,2: taxi,6,2: return home,2: taxi,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
194,1: male,19.0,3: bachelor,4: active,2: 750-1500,1: yes,7.0,6,1: work,3: bus,7,1: work,3: bus,7.0,2: return home,3: bus,,,,,,,8.0,11.0,8.0,11.0,17.0,20.0,,,,
195,1: male,35.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,30,1: work,1: car,21,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
196,0: feamale,33.0,4: master or phd,4: active,2: 750-1500,1: yes,12.0,1,1: work,1: car,12,4: market,1: car,12.0,2: return home,1: car,,,,,,,5.0,8.0,14.0,17.0,17.0,20.0,,,,
197,1: male,20.0,3: bachelor,4: active,3: 1500-2500,0: no,21.0,21,7: other,3: bus,35,7: other,3: bus,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
198,1: male,39.0,4: master or phd,4: active,2: 750-1500,0: no,7.0,21,1: work,3: bus,7,2: return home,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
199,0: feamale,48.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,1,1: work,1: car,35,2: return home,1: car,19.0,6: service,1: car,1.0,1: work,1: car,,,,8.0,11.0,17.0,20.0,35.0,38.0,35.0,38.0,,
200,1: male,25.0,4: master or phd,4: active,3: 1500-2500,1: yes,30.0,3,5: recreation,1: car,1,5: recreation,7: walk,30.0,2: return home,1: car,,,,,,,11.0,14.0,14.0,17.0,17.0,20.0,,,,
201,1: male,22.0,3: bachelor,4: active,2: 750-1500,1: yes,10.0,8,1: work,1: car,17,1: work,1: car,8.0,5: recreation,1: car,8.0,5: recreation,1: car,,,,8.0,11.0,17.0,20.0,20.0,23.0,20.0,23.0,,
202,1: male,35.0,4: master or phd,4: active,2: 750-1500,1: yes,36.0,31,1: work,1: car,14,7: other,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
203,0: feamale,44.0,3: bachelor,4: active,2: 750-1500,1: yes,9.0,3,1: work,4: train,30,4: market,3: bus,36.0,7: other,3: bus,,,,,,,5.0,8.0,14.0,17.0,14.0,17.0,,,,
204,0: feamale,59.0,4: master or phd,4: active,,1: yes,22.0,1,7: other,1: car,22,2: return home,1: car,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
205,0: feamale,23.0,3: bachelor,4: active,0: no income,1: yes,7.0,31,1: work,1: car,31,1: work,1: car,7.0,2: return home,1: car,7.0,4: market,7: walk,,,,8.0,11.0,17.0,20.0,17.0,20.0,38.0,41.0,,
206,0: feamale,47.0,3: bachelor,4: active,2: 750-1500,0: no,5.0,5,4: market,7: walk,5,4: market,7: walk,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
207,0: feamale,37.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,29,1: work,1: car,7,2: return home,1: car,22.0,5: recreation,1: car,7.0,2: return home,1: car,,,,8.0,11.0,17.0,20.0,20.0,23.0,20.0,23.0,,
208,0: feamale,47.0,4: master or phd,4: active,3: 1500-2500,1: yes,1.0,1,4: market,1: car,11,4: market,1: car,1.0,1: work,1: car,1.0,2: return home,1: car,,,,8.0,11.0,11.0,14.0,20.0,23.0,23.0,29.0,,
209,0: feamale,44.0,3: bachelor,4: active,2: 750-1500,1: yes,13.0,22,3: education,4: train,13,2: return home,4: train,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
210,1: male,31.0,4: master or phd,4: active,2: 750-1500,0: no,1.0,6,5: recreation,7: walk,26,5: recreation,4: train,1.0,2: return home,4: train,,,,,,,11.0,14.0,14.0,17.0,20.0,23.0,,,,
211,0: feamale,23.0,3: bachelor,4: active,1: 750 or less,1: yes,2.0,10,1: work,4: train,2,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
212,0: feamale,62.0,4: master or phd,4: active,2: 750-1500,1: yes,34.0,34,3: education,3: bus,1,3: education,3: bus,,,,,,,,,,14.0,17.0,14.0,17.0,,,,,,
213,1: male,51.0,4: master or phd,4: active,2: 750-1500,1: yes,28.0,28,7: other,1: car,7,7: other,1: car,28.0,2: return home,1: car,,,,,,,11.0,14.0,17.0,20.0,20.0,23.0,,,,
214,0: feamale,18.0,2: high school,3: student,1: 750 or less,1: yes,18.0,1,4: market,4: train,1,5: recreation,7: walk,2.0,1: work,4: train,18.0,2: return home,4: train,,,,14.0,17.0,17.0,20.0,17.0,20.0,23.0,29.0,,
215,1: male,46.0,3: bachelor,4: active,3: 1500-2500,1: yes,26.0,22,1: work,3: bus,26,2: return home,3: bus,32.0,5: recreation,1: car,30.0,7: other,1: car,26.0,2: return home,1: car,8.0,11.0,17.0,20.0,17.0,20.0,20.0,23.0,23.0,29.0
216,1: male,23.0,2: high school,4: active,1: 750 or less,1: yes,18.0,4,1: work,4: train,18,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
217,0: feamale,33.0,4: master or phd,4: active,3: 1500-2500,1: yes,18.0,24,4: market,1: car,24,5: recreation,7: walk,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
218,0: feamale,23.0,3: bachelor,,1: 750 or less,1: yes,24.0,28,1: work,1: car,24,2: return home,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
219,1: male,49.0,4: master or phd,4: active,,1: yes,32.0,30,1: work,1: car,28,5: recreation,1: car,28.0,4: market,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
220,0: feamale,49.0,4: master or phd,4: active,,1: yes,28.0,28,3: education,1: car,28,5: recreation,1: car,28.0,5: recreation,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
221,0: feamale,36.0,3: bachelor,4: active,2: 750-1500,1: yes,2.0,4,1: work,1: car,24,1: work,1: car,3.0,1: work,1: car,35.0,1: work,1: car,,,,8.0,11.0,11.0,14.0,11.0,14.0,14.0,17.0,,
222,1: male,58.0,3: bachelor,4: active,3: 1500-2500,1: yes,32.0,4,1: work,1: car,32,2: return home,1: car,32.0,7: other,1: car,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
223,0: feamale,35.0,4: master or phd,4: active,2: 750-1500,1: yes,11.0,11,5: recreation,1: car,17,5: recreation,1: car,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
224,1: male,24.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,25,5: recreation,4: train,2,2: return home,7: walk,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
225,1: male,37.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,3: bus,12,7: other,1: car,11.0,6: service,1: car,,,,,,,20.0,23.0,32.0,35.0,41.0,44.0,,,,
226,0: feamale,35.0,3: bachelor,4: active,2: 750-1500,1: yes,7.0,7,1: work,3: bus,7,2: return home,7: walk,1.0,4: market,7: walk,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
227,0: feamale,35.0,4: master or phd,4: active,4: 2500 or more,1: yes,7.0,31,1: work,5: motorcycle,1,1: work,5: motorcycle,30.0,5: recreation,5: motorcycle,,,,,,,8.0,11.0,8.0,11.0,20.0,23.0,,,,
228,0: feamale,49.0,4: master or phd,4: active,,1: yes,22.0,22,5: recreation,1: car,5,5: recreation,1: car,22.0,2: return home,1: car,,,,,,,11.0,14.0,14.0,17.0,17.0,20.0,,,,
229,0: feamale,43.0,3: bachelor,4: active,2: 750-1500,1: yes,28.0,6,1: work,1: car,18,3: education,1: car,30.0,3: education,1: car,28.0,2: return home,1: car,,,,8.0,11.0,14.0,17.0,14.0,17.0,17.0,20.0,,
230,1: male,35.0,4: master or phd,4: active,2: 750-1500,1: yes,35.0,35,5: recreation,7: walk,35,2: return home,7: walk,,,,,,,,,,20.0,23.0,20.0,23.0,,,,,,
231,0: feamale,36.0,4: master or phd,4: active,2: 750-1500,1: yes,14.0,1,1: work,4: train,1,5: recreation,4: train,,,,,,,,,,8.0,11.0,20.0,23.0,,,,,,
232,1: male,35.0,3: bachelor,4: active,1: 750 or less,0: no,5.0,1,1: work,1: car,5,2: return home,1: car,5.0,4: market,1: car,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
233,0: feamale,32.0,4: master or phd,4: active,2: 750-1500,1: yes,4.0,28,1: work,1: car,4,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
234,1: male,27.0,2: high school,3: student,1: 750 or less,1: yes,3.0,3,5: recreation,4: train,1,4: market,3: bus,,,,,,,,,,0.0,5.0,11.0,14.0,,,,,,
235,0: feamale,37.0,4: master or phd,4: active,4: 2500 or more,1: yes,22.0,1,1: work,4: train,22,2: return home,4: train,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
236,0: feamale,49.0,3: bachelor,4: active,3: 1500-2500,1: yes,14.0,28,1: work,4: train,24,1: work,4: train,16.0,7: other,4: train,,,,,,,8.0,11.0,8.0,11.0,17.0,20.0,,,,
